Gene_ID,MDD_1:read count,MDD_2:read count,MDD_3:read count,MDD_4:read count,MDD_5:read count,MDD_6:read count,HC_1:read count,HC_2:read count,HC_3:read count,HC_4:read count,HC_5:read count,Length,Name,Description,Entrez_geneID
ENSG00000007062,6,7,1,4,4,0,2,2,2,1,5,7457,PROM1,prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454],8842
ENSG00000007080,102,108,90,106,72,33,164,160,192,78,46,1661,CCDC124,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171],115098
ENSG00000007129,141,138,123,199,225,17,285,345,330,93,121,1977,CEACAM21,CEA cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834],90273
ENSG00000007168,2007,2153,2029,2596,2648,709,3858,3685,3418,1422,1655,13771,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574],5048
ENSG00000007171,0,1,0,0,0,0,3,1,2,0,0,6129,NOS2,nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873],4843
ENSG00000007174,1,0,2,0,2,0,2,2,0,0,1,16941,DNAH9,dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953],1770
ENSG00000007202,732,968,795,802,812,189,1407,1291,1314,391,539,9232,KIAA0100,KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960],9703
ENSG00000007216,0,0,0,0,0,0,0,0,0,0,0,3226,SLC13A2,solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917],9058
ENSG00000007237,1034,1429,873,1389,1115,353,2098,1314,1530,798,716,10158,GAS7,growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169],8522
ENSG00000007255,112,148,116,118,82,42,167,185,136,122,88,933,TRAPPC6A,trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069],79090
ENSG00000007264,279,198,203,226,141,27,492,530,531,188,102,4138,MATK,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906],4145
ENSG00000007306,0,1,2,0,0,0,3,1,0,0,0,2653,CEACAM7,CEA cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819],1087
ENSG00000007312,115,106,94,76,157,107,140,114,113,78,107,2125,CD79B,CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699],974
ENSG00000007314,5,4,3,0,3,0,2,2,1,0,0,8243,SCN4A,sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591],6329
ENSG00000007341,65,87,66,103,77,52,121,120,110,38,26,8108,ST7L,suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441],54879
ENSG00000007350,46,44,83,55,80,67,91,150,64,103,72,3526,TKTL1,transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835],8277
ENSG00000007372,0,1,0,0,0,0,0,0,0,1,0,20639,PAX6,paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620],5080
ENSG00000007376,97,63,53,67,53,12,113,100,102,56,44,2769,RPUSD1,RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173],113000
ENSG00000007384,0,1,0,0,0,0,0,1,0,0,0,4914,RHBDF1,rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561],64285
ENSG00000007392,648,665,653,524,695,123,1180,1335,989,299,398,6176,LUC7L,LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723],55692
ENSG00000007402,45,28,43,38,42,8,122,67,74,15,23,6508,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400],9254
ENSG00000007516,63,64,31,54,32,14,57,40,40,41,20,6109,BAIAP3,BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948],8938
ENSG00000007520,143,100,107,96,134,43,181,167,145,100,85,1210,TSR3,TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175],115939
ENSG00000007541,55,50,42,40,42,10,111,73,85,38,32,7856,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135],9091
ENSG00000007545,52,96,93,68,75,11,152,128,173,41,35,8596,CRAMP1,cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122],57585
ENSG00000007866,0,1,0,2,2,1,3,5,3,3,0,3049,TEAD3,TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716],7005
ENSG00000007908,2,3,2,2,1,0,1,2,0,0,2,4586,SELE,selectin E [Source:HGNC Symbol;Acc:HGNC:10718],6401
ENSG00000007923,184,186,147,173,127,7,357,285,278,59,64,12182,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570],55735
ENSG00000007933,0,0,0,0,0,0,0,0,1,0,0,3439,FMO3,flavin containing dimethylaniline monoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771],2328
ENSG00000007944,842,910,821,1443,1308,357,1446,1611,1564,564,727,3072,MYLIP,myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155],29116
ENSG00000007952,7,8,6,5,11,0,10,7,5,2,2,2543,NOX1,NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889],27035
ENSG00000007968,81,82,198,72,54,32,112,83,110,45,73,5462,E2F2,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],1870
ENSG00000008018,890,1213,1099,1077,1474,867,1667,1823,1366,1194,1137,2219,PSMB1,proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537],5689
ENSG00000008056,0,0,0,1,2,0,2,0,0,0,0,3733,SYN1,synapsin I [Source:HGNC Symbol;Acc:HGNC:11494],6853
ENSG00000008083,1142,1336,929,1174,1200,432,2007,1520,1772,715,1015,6244,JARID2,jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196],3720
ENSG00000008086,296,351,315,503,427,129,439,436,428,236,297,19056,CDKL5,cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411],6792
ENSG00000008118,0,0,0,0,0,0,0,0,0,0,0,3328,CAMK1G,calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585],57172
ENSG00000008128,2,1,3,1,2,0,7,4,1,2,2,5085,CDK11A,cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730],728642
ENSG00000008130,4185,2961,2245,5756,2962,898,5077,3592,4487,1775,2344,5570,NADK,NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831],65220
ENSG00000008196,0,0,0,1,1,0,0,0,0,0,0,6155,TFAP2B,transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743],7021
ENSG00000008197,0,0,1,0,0,0,0,0,0,0,0,2203,TFAP2D,transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581],83741
ENSG00000008226,34,53,37,37,33,7,103,72,76,22,20,8338,DLEC1,DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899],9940
ENSG00000008256,110,164,112,103,90,15,151,178,268,66,64,5808,CYTH3,cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504],9265
ENSG00000008277,109,101,98,94,97,21,177,195,132,59,69,13668,ADAM22,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201],53616
ENSG00000008282,1043,1124,1127,910,1556,733,1120,1481,1086,679,877,2909,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507],6856
ENSG00000008283,137,213,140,237,164,34,220,256,387,100,166,5296,CYB561,cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571],1534
ENSG00000008294,2550,3083,2702,3756,3863,1104,4321,3768,4450,1821,2216,11951,SPAG9,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524],9043
ENSG00000008300,9,13,8,10,10,2,24,22,19,10,10,13850,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230],1951
ENSG00000008311,107,74,103,103,170,33,191,82,132,52,40,10816,AASS,aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366],10157
ENSG00000008323,13,16,15,14,5,0,9,13,5,3,9,4316,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562],55200
ENSG00000008324,240,288,291,260,360,279,374,495,350,303,363,3118,SS18L2,SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593],51188
ENSG00000008382,17,18,15,8,15,1,34,22,13,8,7,2049,MPND,MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934],84954
ENSG00000008394,146,324,244,180,442,176,266,318,227,199,200,7441,MGST1,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061],4257
ENSG00000008405,252,206,247,227,278,63,468,524,402,133,188,4782,CRY1,cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384],1407
ENSG00000008438,88,42,55,227,72,62,83,153,106,97,157,708,PGLYRP1,peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904],8993
ENSG00000008441,71,52,73,78,31,37,71,57,78,48,52,6486,NFIX,nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788],4784
ENSG00000008513,920,969,1094,1003,1006,270,1696,1723,1461,664,575,8852,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]",6482
ENSG00000008516,1342,1314,1034,3205,1704,507,2875,1755,2386,1074,1459,4745,MMP25,matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246],64386
ENSG00000008517,1140,973,1003,1005,1288,248,1591,2504,1567,773,672,3209,IL32,interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830],9235
ENSG00000008710,64,65,66,47,35,3,138,108,110,33,30,18534,PKD1,"polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]",5310
ENSG00000008735,4,4,0,5,3,0,4,0,4,0,0,5793,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883],23542
ENSG00000008838,145,159,147,154,114,15,383,265,309,48,82,6962,MED24,mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963],9862
ENSG00000008853,45,54,34,47,44,8,81,95,52,9,12,7408,RHOBTB2,Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756],23221
ENSG00000008869,1185,1192,1326,1002,1324,441,1784,1919,1614,578,801,8238,HEATR5B,HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273],54497
ENSG00000008952,3092,3892,4861,3652,5087,3808,3920,4883,3885,4594,4494,7928,SEC62,"SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]",7095
ENSG00000008988,7537,7827,9287,6510,12325,10841,10000,15858,8370,12746,11807,6765,RPS20,ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405],6224
ENSG00000009307,7084,9195,8959,8951,12338,6937,11761,13646,10360,8221,9143,9830,CSDE1,cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905],7812
ENSG00000009335,587,655,608,582,564,106,1180,1049,1020,270,375,9215,UBE3C,ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803],9690
ENSG00000009413,459,758,659,665,811,279,916,1029,830,406,397,12425,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]",5980
ENSG00000009694,142,182,336,102,156,46,371,374,204,77,82,13547,TENM1,teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117],10178
ENSG00000009709,0,0,0,0,0,0,0,0,0,0,0,6473,PAX7,paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621],5081
ENSG00000009724,188,218,227,208,213,32,402,349,309,86,95,5113,MASP2,MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902],10747
ENSG00000009765,0,0,0,0,0,0,0,0,0,0,0,10362,IYD,iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071],389434
ENSG00000009780,251,205,240,205,211,78,378,387,301,116,135,4046,FAM76A,family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530],199870
ENSG00000009790,3012,2984,2974,2551,3487,745,5647,6103,4258,1367,1672,7750,TRAF3IP3,TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766],80342
ENSG00000009830,29,37,27,40,44,10,77,64,88,24,25,13203,POMT2,protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743],29954
ENSG00000009844,605,812,808,750,959,626,972,1189,850,732,822,7258,VTA1,vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954],51534
ENSG00000009950,0,0,0,0,1,0,0,0,0,0,0,4815,MLXIPL,MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744],51085
ENSG00000009954,747,882,775,727,690,159,1614,1345,1296,314,440,7060,BAZ1B,bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961],9031
ENSG00000010017,407,348,379,440,386,109,611,602,622,260,271,3618,RANBP9,RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727],10048
ENSG00000010030,133,98,101,115,29,14,54,68,5,35,51,2374,ETV7,ETS variant transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18160],51513
ENSG00000010072,249,265,256,301,353,144,413,492,339,247,243,5906,SPRTN,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356],83932
ENSG00000010165,235,214,179,195,214,50,397,414,335,95,159,3831,METTL13,"methyltransferase 13, eEF1A lysine and N-terminal methyltransferase [Source:HGNC Symbol;Acc:HGNC:24248]",51603
ENSG00000010219,103,102,105,106,124,63,161,182,147,87,88,7050,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095],8798
ENSG00000010244,3805,4677,4528,4529,5083,1301,7278,6845,6194,2132,2591,15818,ZNF207,zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998],7756
ENSG00000010256,545,483,408,459,411,143,773,707,623,274,365,3204,UQCRC1,ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585],7384
ENSG00000010270,546,551,588,555,782,396,896,977,771,727,679,4324,STARD3NL,STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169],83930
ENSG00000010278,273,231,198,309,554,469,196,411,452,709,323,5829,CD9,CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709],928
ENSG00000010282,0,3,0,1,0,0,2,1,0,0,0,2888,HHATL,hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242],57467
ENSG00000010292,427,464,543,561,348,78,882,739,937,190,296,6470,NCAPD2,non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305],9918
ENSG00000010295,289,367,312,317,302,52,689,571,573,159,204,4945,IFFO1,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970],25900
ENSG00000010310,37,21,30,15,24,4,49,47,50,13,15,5069,GIPR,gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271],2696
ENSG00000010318,28,55,64,33,55,6,105,78,88,26,27,3364,PHF7,PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458],51533
ENSG00000010319,6,6,5,1,5,0,7,10,16,1,5,5047,SEMA3G,semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400],56920
ENSG00000010322,442,518,525,461,403,68,1011,760,785,193,266,9062,NISCH,nischarin [Source:HGNC Symbol;Acc:HGNC:18006],11188
ENSG00000010327,241,403,295,282,229,40,577,310,425,59,123,10588,STAB1,stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628],23166
ENSG00000010361,97,102,71,81,90,29,136,107,122,79,65,2953,FUZ,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219],80199
ENSG00000010379,3,1,4,0,2,0,8,3,5,5,6,4243,SLC6A13,solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046],6540
ENSG00000010404,212,236,175,349,273,111,427,336,413,233,197,9294,IDS,iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389],3423
ENSG00000010438,1,0,2,3,0,1,1,0,2,0,0,1425,PRSS3,serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486],5646
ENSG00000010539,495,471,475,741,812,328,712,694,733,423,530,7498,ZNF200,zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993],7752
ENSG00000010610,2395,2181,1854,1769,976,185,3403,2424,2433,666,751,4557,CD4,CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678],920
ENSG00000010626,38,41,30,31,37,15,47,63,46,22,17,3052,LRRC23,leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138],10233
ENSG00000010671,1447,1714,1440,1634,1861,849,1527,1810,1946,1000,1039,7817,BTK,Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133],695
ENSG00000010704,156,225,173,228,176,31,192,267,184,91,111,5675,HFE,homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886],3077
ENSG00000010803,62,65,90,71,64,13,117,134,128,24,35,4602,SCMH1,Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003],22955
ENSG00000010810,1629,1811,2063,1572,1577,280,3617,3982,2943,973,953,7411,FYN,"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]",2534
ENSG00000010818,1090,1009,989,1319,1033,291,2056,1695,1583,445,672,11272,HIVEP2,HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921],3097
ENSG00000010932,7,0,0,1,3,1,1,0,0,2,0,3602,FMO1,flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769],2326
ENSG00000011007,370,398,332,345,293,107,710,550,672,165,253,5348,ELOA,elongin A [Source:HGNC Symbol;Acc:HGNC:11620],6924
ENSG00000011009,479,388,346,523,519,187,711,665,612,371,432,2021,LYPLA2,lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738],11313
ENSG00000011021,169,229,154,195,154,21,314,277,317,51,66,8173,CLCN6,chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024],1185
ENSG00000011028,74,34,15,38,35,37,28,28,31,31,48,6591,MRC2,mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875],9902
ENSG00000011052,0,0,0,0,0,0,0,0,0,0,0,1241,NME1-NME2,NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531],654364
ENSG00000011083,0,0,0,0,0,0,0,0,0,0,0,4277,SLC6A7,solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054],6534
ENSG00000011105,56,49,44,74,50,40,70,38,28,66,38,6905,TSPAN9,tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640],10867
ENSG00000011114,513,588,487,573,681,186,1010,902,868,304,447,11333,BTBD7,BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269],55727
ENSG00000011132,118,135,108,101,94,30,211,170,173,81,49,5596,APBA3,amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580],9546
ENSG00000011143,51,74,75,84,38,12,109,132,93,35,29,11285,MKS1,MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121],54903
ENSG00000011198,1232,1514,1204,2497,2405,1728,2046,1846,2244,2301,2184,7539,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]",51099
ENSG00000011201,4,5,3,15,3,3,1,8,1,2,0,7082,ANOS1,anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211],3730
ENSG00000011243,196,185,207,195,203,54,382,374,344,99,150,8576,AKAP8L,A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857],26993
ENSG00000011258,711,954,940,860,1071,386,1439,1239,1359,641,598,7184,MBTD1,mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866],54799
ENSG00000011260,469,477,507,442,603,216,696,873,581,345,403,2703,UTP18,UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274],51096
ENSG00000011275,553,752,715,616,701,146,1256,1384,1144,393,421,7576,RNF216,ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698],54476
ENSG00000011295,411,534,414,364,447,125,745,868,591,296,305,6054,TTC19,tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006],54902
ENSG00000011304,974,970,887,985,705,220,2015,1546,1692,464,574,7521,PTBP1,polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583],5725
ENSG00000011332,0,0,0,0,0,0,1,0,0,2,0,4800,DPF1,double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225],8193
ENSG00000011347,2,0,0,0,0,0,0,3,0,1,0,7552,SYT7,synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514],9066
ENSG00000011376,120,133,98,105,84,8,192,210,188,49,68,12407,LARS2,"leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]",23395
ENSG00000011405,885,1065,1171,922,1271,380,1759,1664,1563,624,711,9207,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971],5286
ENSG00000011422,659,628,530,1264,695,421,729,812,771,450,565,4457,PLAUR,"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]",5329
ENSG00000011426,17,21,21,16,9,10,32,31,27,9,13,5997,ANLN,"anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]",54443
ENSG00000011451,98,102,116,106,88,27,223,146,171,43,60,10037,WIZ,WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917],58525
ENSG00000011454,539,623,581,612,694,160,976,903,877,331,404,7656,RABGAP1,RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155],23637
ENSG00000011465,7,0,1,3,7,13,1,2,1,9,5,12941,DCN,decorin [Source:HGNC Symbol;Acc:HGNC:2705],1634
ENSG00000011478,36,23,31,37,30,5,50,43,42,8,22,2825,QPCTL,glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952],54814
ENSG00000011485,214,181,172,167,140,26,377,365,292,73,71,7089,PPP5C,protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322],5536
ENSG00000011523,328,311,335,275,326,82,526,585,476,153,179,11832,CEP68,centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076],23177
ENSG00000011566,194,244,185,160,172,58,243,293,210,99,98,6056,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865],8491
ENSG00000011590,7,33,11,20,13,0,22,11,14,4,3,2739,ZBTB32,zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763],27033
ENSG00000011600,3240,3427,3032,4618,4709,4559,4232,4209,3880,6844,4531,907,TYROBP,transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449],7305
ENSG00000011638,125,132,97,95,117,64,144,130,119,70,79,2558,LDAF1,lipid droplet assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30136],57146
ENSG00000011677,0,0,0,0,0,0,0,0,0,0,0,4150,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077],2556
ENSG00000012048,179,240,195,259,281,101,319,265,281,124,229,14160,BRCA1,BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100],672
ENSG00000012061,257,289,217,199,232,116,308,332,312,204,184,5575,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]",2067
ENSG00000012124,510,479,342,356,510,132,609,472,525,142,221,6165,CD22,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643],933
ENSG00000012171,2,1,4,7,1,1,5,9,4,0,1,5768,SEMA3B,semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724],7869
ENSG00000012174,132,145,124,105,126,27,193,181,182,55,85,8945,MBTPS2,"membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]",51360
ENSG00000012211,31,15,12,25,22,5,56,34,56,13,16,3656,PRICKLE3,prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645],4007
ENSG00000012223,188,178,410,575,83,137,314,716,482,143,514,3989,LTF,lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720],4057
ENSG00000012232,447,318,308,674,529,99,814,625,824,316,440,16477,EXTL3,exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518],2137
ENSG00000012504,0,0,0,0,0,0,0,0,0,0,0,3628,NR1H4,nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967],9971
ENSG00000012660,5147,5294,5127,8524,7876,4551,6904,7237,7045,5204,6150,3813,ELOVL5,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308],60481
ENSG00000012779,1992,1883,1612,4180,2595,870,3531,2879,3297,1382,1525,3728,ALOX5,arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435],240
ENSG00000012817,0,0,0,0,1264,0,1989,2212,1728,0,558,9463,KDM5D,lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115],8284
ENSG00000012822,1255,1353,1087,1727,1440,407,2198,1971,2044,970,1035,8898,CALCOCO1,calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306],57658
ENSG00000012963,318,393,433,396,448,205,545,609,563,218,338,3509,UBR7,ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344],55148
